,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
269,sarahan,17,IN,1581469948,45,31.52,77.8,16.07,13.62
270,aviles,90,ES,1581469948,93,43.55,-5.92,52.0,3.36
271,klaksvik,82,FO,1581469948,80,62.23,-6.59,33.8,17.22
272,luanda,75,AO,1581469843,83,-8.84,13.23,80.6,4.7
273,roma,75,US,1581469709,86,43.21,-75.46,35.6,5.82
274,jinchang,0,CN,1581469948,13,38.5,102.17,30.88,5.48
275,sarai naurang,92,PK,1581469949,60,32.83,70.78,55.33,4.45
276,nenjiang,0,CN,1581469949,92,49.18,125.22,4.89,5.82
277,mogocha,90,RU,1581469949,95,53.73,119.77,1.78,1.19
278,dafeng,100,CN,1581469949,91,23.45,108.59,62.58,3.33
279,riyadh,0,SA,1581469949,40,24.69,46.72,37.4,4.7
280,port elizabeth,0,ZA,1581469848,88,-33.92,25.57,68.0,13.87
281,aquiraz,40,BR,1581469949,74,-3.9,-38.39,82.99,5.82
282,uporovo,99,RU,1581469949,93,56.31,66.27,7.5,8.86
283,yarmouth,90,US,1581469949,100,41.71,-70.23,43.0,4.7
284,kahului,40,US,1581469950,60,20.89,-156.47,75.2,11.41
285,lufilufi,75,WS,1581469950,70,-13.87,-171.6,91.4,16.11
286,riviere-au-renard,90,CA,1581469950,79,49.0,-64.4,26.6,4.7
287,ha giang,99,VN,1581469950,94,22.83,104.98,57.06,0.96
288,northfield,1,US,1581469726,79,44.46,-93.16,25.0,9.86
289,khlevnoye,90,RU,1581469950,92,52.2,39.09,26.6,13.42
290,qingdao,75,CN,1581469913,100,36.1,120.37,51.01,6.71
291,bairiki,75,KI,1581469951,70,1.33,172.98,87.8,8.05
292,cabo san lucas,90,MX,1581469951,63,22.89,-109.91,68.0,17.22
293,sao joao da barra,100,BR,1581469951,91,-21.64,-41.05,73.69,10.38
294,sipoo,75,FI,1581469951,92,60.38,25.27,34.0,12.75
295,sergeyevka,99,KZ,1581469951,93,53.88,67.42,5.4,10.98
296,mabaruma,0,GY,1581469951,98,8.2,-59.78,72.0,1.79
297,paamiut,100,GL,1581469951,84,61.99,-49.67,6.85,9.28
298,mount gambier,90,AU,1581469951,88,-37.83,140.77,64.4,18.34
299,bukama,91,CD,1581469951,96,-9.2,25.85,68.72,1.79
300,fengrun,10,CN,1581469952,29,39.83,118.12,48.0,2.33
301,kodiak,90,US,1581469824,89,57.79,-152.41,32.0,18.34
302,nabire,76,ID,1581469877,74,-3.37,135.48,83.37,0.51
303,benguela,16,AO,1581469952,77,-12.58,13.41,79.47,3.06
304,yumen,36,CN,1581469897,24,40.28,97.2,29.05,15.39
305,turukhansk,100,RU,1581469952,93,65.82,87.98,1.06,14.14
306,dawlatabad,89,AF,1581469952,92,36.41,64.91,45.41,1.72
307,aksha,100,RU,1581469952,79,50.28,113.29,13.3,8.99
308,darab,0,IR,1581469952,46,28.75,54.54,39.96,2.13
309,zamora,17,EC,1581469952,97,-4.07,-78.96,56.68,1.1
310,orlik,69,RU,1581469952,100,52.52,99.83,-14.08,0.45
311,tasiilaq,100,GL,1581469854,85,65.61,-37.64,23.0,10.29
312,havoysund,75,NO,1581469953,86,71.0,24.66,33.8,33.33
313,pierre,1,US,1581469953,44,44.37,-100.35,37.99,6.93
314,nitra,33,SK,1581469953,72,48.31,18.08,42.8,4.7
315,palanga,100,LT,1581469953,93,55.92,21.07,41.0,9.17
316,stepnyak,0,KZ,1581469953,81,52.83,70.78,2.43,12.62
317,marzuq,29,YE,1581469953,54,14.4,46.47,61.86,10.96
318,okakarara,81,NA,1581469953,54,-20.58,17.43,72.59,1.03
319,talnakh,40,RU,1581469953,84,69.49,88.4,1.4,38.03
320,anton lizardo,5,MX,1581469954,83,19.05,-95.98,78.8,6.93
321,hailar,20,CN,1581469954,91,49.2,119.7,10.15,9.86
322,mangai,96,CD,1581469954,94,-4.05,19.53,71.01,1.19
323,tazovskiy,100,RU,1581469949,93,67.47,78.7,7.05,14.12
324,bubaque,0,GW,1581469954,76,11.28,-15.83,79.0,16.13
325,beysehir,100,TR,1581469954,97,37.68,31.72,33.44,10.87
326,petrov val,39,RU,1581469954,86,50.14,45.21,14.99,10.33
327,shingu,75,JP,1581469954,61,33.73,135.98,50.0,2.24
328,oksfjord,93,NO,1581469954,74,70.24,22.35,34.0,20.8
329,nicolas de pierola,100,PE,1581469954,83,-11.95,-76.7,73.4,10.29
330,ola,0,RU,1581469955,53,59.58,151.28,-1.16,2.44
331,samarai,1,PG,1581469892,65,-10.62,150.67,86.76,6.22
332,guanare,0,VE,1581469955,39,9.04,-69.74,81.64,1.45
333,kyabram,0,AU,1581469955,31,-36.32,145.05,87.01,13.62
334,samfya,100,ZM,1581469955,95,-11.36,29.56,64.6,3.4
335,yuncheng,0,CN,1581469955,61,35.02,110.99,43.45,2.71
336,bengkulu,100,ID,1581469828,82,-3.8,102.27,74.88,3.67
337,grindavik,20,IS,1581469955,73,63.84,-22.43,24.8,8.05
338,roros,69,NO,1581469955,92,62.57,11.38,12.2,3.36
339,sitarganj,0,IN,1581469955,91,28.93,79.7,49.1,5.41
340,xining,0,CN,1581469956,21,36.62,101.77,20.41,6.42
341,misratah,0,LY,1581469956,62,32.38,15.09,62.47,12.39
342,nea fokaia,2,GR,1581469956,87,40.13,23.4,52.0,4.7
343,lakefield,1,US,1581469956,79,43.68,-95.17,27.0,6.93
344,medeiros neto,79,BR,1581469956,81,-17.37,-40.22,78.48,8.59
345,naliya,0,IN,1581469956,26,23.27,68.83,67.5,9.48
346,kununurra,100,AU,1581469956,74,-15.77,128.73,84.2,4.7
347,padang,100,ID,1581469956,96,-0.95,100.35,67.91,5.7
348,aklavik,40,CA,1581469956,75,68.22,-135.01,-14.8,5.82
349,poya,100,NC,1581469956,83,-21.35,165.15,82.0,11.65
350,haines junction,55,CA,1581469957,90,60.75,-137.51,3.49,3.11
351,sabang,45,ID,1581469957,80,5.89,95.32,82.67,19.93
352,xinyu,84,CN,1581469957,93,27.8,114.93,53.55,1.12
353,itaqui,0,BR,1581469957,31,-29.13,-56.55,76.51,9.8
354,airai,100,TL,1581469957,79,-8.93,125.41,73.69,1.72
355,hudson bay,100,CA,1581469710,87,52.85,-102.38,-0.85,9.86
356,godalming,34,GB,1581469957,73,51.18,-0.62,41.0,13.87
357,severo-yeniseyskiy,96,RU,1581469957,97,60.37,93.04,-4.34,3.42
358,kaspiyskiy,85,RU,1581469957,83,45.39,47.37,27.72,9.98
359,balabac,87,PH,1581469932,75,7.99,117.06,80.29,16.15
360,verkhoyansk,93,RU,1581469958,98,67.54,133.38,-21.48,1.57
361,freeport,90,US,1581469711,87,40.66,-73.58,48.99,10.65
362,galle,19,LK,1581469958,81,6.04,80.22,78.89,6.82
363,pochutla,20,MX,1581469958,48,15.74,-96.47,87.8,7.09
364,kurchum,0,KZ,1581469958,87,48.57,83.65,-5.13,8.97
365,saint-pierre,0,RE,1581469958,94,-21.34,55.48,77.0,23.04
366,vao,100,NC,1581469958,84,-22.67,167.48,79.81,30.06
367,tombouctou,79,ML,1581469958,47,20.0,-3.0,70.54,15.79
368,manacapuru,75,BR,1581469958,94,-3.3,-60.62,77.0,2.24
369,simbahan,20,PH,1581469958,82,6.3,120.58,79.83,23.44
370,buchanan,75,LR,1581469959,94,5.88,-10.05,77.0,1.68
371,pechenga,97,RU,1581469959,86,69.53,31.17,28.4,21.92
372,tevriz,97,RU,1581469959,94,57.51,72.4,3.61,6.67
373,yatou,100,CN,1581469959,98,37.15,122.38,44.71,11.59
374,carlyle,40,US,1581469959,86,38.61,-89.37,39.99,5.35
375,eucaliptus,100,BO,1581469959,78,-17.58,-67.52,48.97,12.68
376,severo-kurilsk,94,RU,1581469959,89,50.68,156.12,22.3,16.24
377,kavaratti,22,IN,1581469959,74,10.57,72.64,80.89,6.02
378,margate,0,GB,1581469959,62,51.38,1.39,41.0,19.46
379,beneditinos,20,BR,1581469959,88,-5.45,-42.37,78.8,3.36
380,la union,14,PE,1581469960,55,-5.4,-80.75,82.11,19.24
381,kudahuvadhoo,70,MV,1581469960,76,2.67,72.89,82.51,16.87
382,san vicente,16,AR,1581469960,87,-26.62,-54.13,68.88,3.74
383,jennings,90,US,1581469960,59,38.72,-90.26,39.99,5.82
384,esperance,90,AU,1581469915,77,-33.87,121.9,66.2,12.75
385,pustoshka,100,RU,1581469960,97,56.34,29.37,32.07,8.79
386,rio grande,20,BR,1581469960,93,-32.03,-52.1,66.0,18.25
387,okhotsk,100,RU,1581469960,75,59.38,143.3,-1.91,2.06
388,tilichiki,98,RU,1581469960,94,60.47,166.1,-10.37,14.12
389,bowmore,75,US,1581469960,77,34.94,-79.3,73.4,5.82
390,qinhuangdao,0,CN,1581469960,81,39.93,119.59,36.88,1.61
391,tual,77,ID,1581469960,73,-5.67,132.75,83.68,11.86
392,fort saint james,5,CA,1581469961,92,54.43,-124.25,32.2,4.47
393,high level,90,CA,1581469961,63,58.52,-117.14,-7.6,12.75
394,dhidhdhoo,44,MV,1581469961,73,6.88,73.1,82.33,12.26
395,mocuba,100,MZ,1581469961,97,-16.84,36.99,73.92,1.95
396,muros,90,ES,1581469961,100,42.78,-9.06,55.99,5.82
397,iqaluit,20,CA,1581469842,60,63.75,-68.51,-25.01,10.29
398,udachnyy,93,RU,1581469961,75,66.42,112.4,-20.2,6.71
399,fortuna,1,US,1581469961,71,40.6,-124.16,60.8,18.34
400,san francisco del mar,10,MX,1581469962,75,16.23,-94.65,82.6,12.71
401,urucara,35,BR,1581469962,93,-2.54,-57.76,76.14,0.92
402,hofn,98,IS,1581469962,57,64.25,-15.21,32.43,13.15
403,camacha,75,PT,1581469962,87,33.08,-16.33,62.6,2.24
404,conakry,0,GN,1581469846,78,9.54,-13.68,77.14,1.01
405,nieuw nickerie,82,SR,1581469962,80,5.95,-56.98,79.43,18.23
406,kibala,25,TD,1581469962,28,9.11,18.35,71.6,4.63
407,nandi,40,IN,1581469962,100,13.39,77.7,64.4,8.05
408,abha,60,SA,1581469963,70,18.22,42.51,50.0,1.88
409,linqiong,27,CN,1581469963,93,30.42,103.46,57.0,1.52
410,corinth,20,GR,1581469963,81,37.94,22.96,57.99,7.65
411,sao filipe,8,CV,1581469951,62,14.9,-24.5,71.4,14.43
412,enterprise,1,US,1581469963,11,36.03,-115.24,59.0,4.7
413,sangmelima,50,CM,1581469963,92,2.93,11.98,66.96,2.42
414,karimganj,1,IN,1581469963,78,24.87,92.35,56.19,1.54
415,kwinana,26,AU,1581469963,60,-32.25,115.77,78.01,10.29
416,bentiu,80,SS,1581469963,15,9.23,29.83,66.15,6.78
417,moose factory,90,CA,1581469964,78,51.26,-80.61,14.0,5.82
418,birao,0,CF,1581469964,14,10.28,22.79,63.7,15.75
419,palkonda,10,IN,1581469964,74,18.6,83.75,65.86,3.36
420,mpulungu,84,ZM,1581469964,91,-8.76,31.11,61.48,1.1
421,prince rupert,1,CA,1581469866,67,54.32,-130.32,42.8,4.7
422,houma,90,US,1581469964,100,29.6,-90.72,75.99,4.7
423,middelburg,100,ZA,1581469965,87,-25.78,29.46,56.48,10.49
424,oriximina,84,BR,1581469928,88,-1.77,-55.87,79.2,4.34
425,searcy,1,US,1581469952,82,35.25,-91.74,44.01,4.7
426,muzhi,13,RU,1581469965,91,65.37,64.67,13.53,7.16
427,jonesboro,1,US,1581469696,70,35.84,-90.7,42.8,4.7
428,takoradi,54,GH,1581469965,90,4.88,-1.76,78.33,3.51
429,bathsheba,20,BB,1581469857,78,13.22,-59.52,78.8,21.92
430,kargasok,100,RU,1581469965,93,59.06,80.86,0.57,9.95
431,faanui,15,PF,1581469965,81,-16.48,-151.75,81.36,15.3
432,port hedland,2,AU,1581469966,66,-20.32,118.57,84.2,13.87
433,shirokiy,98,RU,1581469966,95,49.76,129.52,14.5,4.38
434,rumonge,44,BI,1581469966,82,-3.97,29.44,67.06,4.09
435,aojiang,63,CN,1581469966,94,22.94,116.04,66.0,3.69
436,pocone,100,BR,1581469966,91,-16.26,-56.62,75.61,2.28
437,sinnamary,31,GF,1581469966,76,5.38,-52.95,80.28,19.26
438,oktyabrskoye,0,RU,1581469967,45,43.06,44.74,17.29,3.87
439,brookings,1,US,1581469707,100,44.31,-96.8,28.4,9.17
440,pasighat,100,IN,1581469967,63,28.07,95.33,56.97,3.06
441,homer,90,US,1581469967,62,59.64,-151.55,26.6,6.93
442,celestun,4,MX,1581469967,68,20.87,-90.4,81.5,14.03
443,teacalco,5,MX,1581469967,37,19.24,-98.31,69.8,16.11
444,ginda,1,IN,1581469967,32,30.69,78.49,42.84,6.06
445,severnoye,100,RU,1581469967,94,56.35,78.36,1.4,9.04
446,alekseyevsk,100,RU,1581469967,95,57.84,108.35,-1.52,7.96
447,alugan,17,PH,1581469967,81,12.22,125.48,78.55,15.75
448,winnetka,1,US,1581469968,73,42.11,-87.74,30.2,4.7
449,zaokskiy,100,RU,1581469968,95,54.73,37.41,32.27,10.49
450,grand gaube,75,MU,1581469968,88,-20.01,57.66,79.0,11.41
451,santa cruz,88,BO,1581469968,94,-17.8,-63.17,75.2,3.36
452,korla,50,CN,1581469968,78,41.76,86.15,27.0,1.9
453,touros,20,BR,1581469968,78,-5.2,-35.46,78.8,5.82
454,marsala,13,IT,1581469968,82,37.8,12.44,55.4,5.26
455,biltine,41,TD,1581469968,18,14.53,20.92,57.38,14.47
456,aberdeen,82,GB,1581469935,66,57.14,-2.1,42.01,20.8
457,kerman,18,IR,1581469969,4,30.28,57.08,41.0,2.24
458,muisne,89,EC,1581469969,90,0.6,-80.03,77.09,7.18
459,palana,95,RU,1581469969,89,59.12,159.97,2.19,4.09
460,livingstone,99,ZM,1581469969,97,-17.84,25.85,65.57,4.12
461,zilair,100,RU,1581469969,95,52.23,57.44,8.26,6.93
462,guaraniacu,40,BR,1581469969,78,-25.1,-52.88,73.4,6.93
463,sorland,40,NO,1581469969,92,67.67,12.69,30.2,2.24
464,kalevala,100,RU,1581469969,87,65.2,31.17,31.3,11.5
465,santa lucia,0,ES,1581469969,37,27.91,-15.54,70.0,10.29
466,bentong,20,MY,1581469969,88,3.52,101.91,78.8,0.85
467,goba,51,ET,1581469970,71,7.02,39.98,49.73,4.54
468,matara,20,LK,1581469970,86,5.95,80.54,72.73,5.28
469,valparaiso,75,CL,1581469864,87,-33.04,-71.63,62.6,3.36
470,clyde river,90,CA,1581469970,75,70.47,-68.59,-18.4,5.82
471,lazaro cardenas,70,MX,1581469838,60,17.96,-102.2,79.59,3.89
472,kipini,9,KE,1581469970,86,-2.53,40.53,78.39,10.09
473,bedford,13,GB,1581469844,80,52.13,-0.47,37.99,23.04
474,ishigaki,75,JP,1581469970,78,24.34,124.16,73.4,8.05
475,chazuta,20,PE,1581469970,100,-6.57,-76.14,62.6,3.36
476,carnarvon,90,AU,1581469731,83,-24.87,113.63,77.0,11.41
477,gazli,84,UZ,1581469971,88,40.13,63.45,37.83,5.55
478,biak,85,ID,1581469971,69,-0.91,122.88,81.34,2.59
479,marsh harbour,52,BS,1581469971,87,26.54,-77.06,75.27,10.8
480,husavik,90,IS,1581469971,85,66.04,-17.34,21.2,10.29
481,la garde,5,FR,1581469971,44,43.12,6.01,57.2,12.75
482,broken hill,0,AU,1581469971,60,-31.95,141.43,71.6,18.34
483,nouakchott,0,MR,1581469971,48,18.09,-15.98,66.2,9.17
484,morondava,16,MG,1581469971,87,-20.28,44.28,72.91,1.57
485,pinhao,23,BR,1581469971,83,-25.7,-51.66,61.39,3.87
486,havre-saint-pierre,90,CA,1581469972,85,50.23,-63.6,19.4,6.93
487,the pas,20,CA,1581469972,57,53.83,-101.25,-7.6,11.41
488,alofi,75,NU,1581469784,74,-19.06,-169.92,86.0,5.82
489,natal,20,BR,1581469972,74,-5.79,-35.21,80.6,6.93
490,mhango,51,TZ,1581469972,82,-3.28,32.85,65.34,4.79
491,port moresby,40,PG,1581469972,74,-9.44,147.18,86.0,11.41
492,anandnagar,0,IN,1581469808,70,27.1,83.28,47.79,5.61
493,pocoes,44,BR,1581469972,97,-14.53,-40.37,69.62,6.67
494,vila velha,90,BR,1581469681,88,-20.33,-40.29,75.2,3.36
495,uruguaiana,0,BR,1581469973,53,-29.75,-57.09,77.0,6.93
496,mackay,49,AU,1581469973,66,-21.15,149.2,93.0,6.93
497,almoradi,40,ES,1581469973,82,38.11,-0.79,60.01,5.82
498,wangkui,58,CN,1581469973,92,46.83,126.5,15.49,5.5
499,altay,0,CN,1581469973,38,47.87,88.12,-3.98,7.78
500,kamyaran,20,IR,1581469973,66,34.8,46.94,10.4,4.7
501,port macquarie,40,AU,1581469941,83,-31.43,152.92,82.99,4.7
502,kita,23,ML,1581469973,14,13.03,-9.49,76.12,6.6
503,gatesville,90,US,1581469974,100,31.44,-97.74,45.0,8.05
504,saint-augustin,17,CA,1581469974,93,51.23,-58.65,17.42,10.74
505,winslow,90,US,1581469957,86,35.02,-110.7,33.8,3.36
506,progreso,5,MX,1581469974,36,21.28,-89.67,91.4,18.34
507,nan,8,TH,1581469974,93,18.83,100.67,60.8,1.25
508,kenai,1,US,1581469974,52,60.55,-151.26,18.0,14.99
509,tagusao,100,PH,1581469974,79,9.19,117.81,76.19,11.41
510,ballina,75,AU,1581469974,83,-28.87,153.57,77.0,9.17
511,ranong,40,TH,1581469974,74,9.97,98.63,80.6,8.05
512,nishihara,40,JP,1581469975,60,26.18,127.76,73.4,17.22
513,xihe,16,CN,1581469975,98,31.69,113.47,45.14,3.83
514,merauke,100,ID,1581469975,82,-8.47,140.33,79.39,9.64
515,yulara,62,AU,1581469975,16,-25.24,130.99,95.0,8.05
516,flin flon,20,CA,1581469978,57,54.77,-101.86,-11.2,11.41
517,pimentel,3,PE,1581469978,29,-6.84,-79.93,66.2,20.8
518,damietta,62,EG,1581469978,71,31.42,31.81,58.5,14.5
519,baijiantan,72,CN,1581469979,93,45.63,85.18,12.51,13.82
520,trinidad,96,BO,1581469921,97,-14.83,-64.9,74.14,2.01
521,taoudenni,36,ML,1581469856,59,22.68,-3.98,66.85,8.08
522,namatanai,100,PG,1581469979,74,-3.67,152.43,83.71,6.82
523,xiongyue,84,CN,1581469979,93,40.18,122.12,39.07,10.11
524,innisfail,31,AU,1581469979,52,-17.53,146.03,90.97,1.97
525,tura,0,IN,1581469979,56,25.52,90.22,54.34,1.23
526,tigil,100,RU,1581469979,94,57.8,158.67,4.5,8.34
527,raudeberg,100,NO,1581469979,93,61.99,5.14,35.6,14.99
528,loandjili,20,CG,1581469979,94,-4.76,11.86,78.8,1.12
529,kharitonovo,100,RU,1581469980,89,61.4,47.5,25.56,11.54
530,bonthe,89,SL,1581469980,79,7.53,-12.51,81.34,4.14
531,westport,90,US,1581469980,81,41.14,-73.36,48.2,9.17
532,hambantota,40,LK,1581469980,100,6.12,81.12,77.0,11.41
533,fuxin,2,CN,1581469980,97,42.02,121.66,30.78,6.33
534,ankang,0,CN,1581469980,95,32.68,109.02,30.99,1.99
535,rudnogorsk,88,RU,1581469980,97,57.26,103.75,-7.55,3.04
536,antalaha,0,MG,1581469980,75,-14.9,50.28,79.03,15.5
537,komsomolskiy,90,UZ,1581469981,93,40.43,71.72,42.8,11.41
538,cienfuegos,0,CU,1581469981,83,22.15,-80.44,78.8,2.24
539,pilar,20,BR,1581469981,83,-9.6,-35.96,78.8,2.24
540,uchana,15,IN,1581469981,70,29.47,76.17,49.48,5.41
